Categories,Exercise,Exercise Instructions (step by step),Exercise Tips,Primary Activating Muscles,Secondary Activating Muscles,Equipment
Bodyweight,Donkey kicks bodyweight,"1. Begin on all fours in a tabletop position with your knees hip-width apart on the floor, hands under your shoulders, and your back flat.
2. Keeping your knee bent at a 90-degree angle, lift your right leg up towards the ceiling, driving your heel upward as if pushing against the sky.
3. Push your leg up until your thigh is in line with your body and your foot is above your knee.
4. Lower your leg slowly back to the starting position without letting your knee touch the floor. Repeat the movement for the desired number of repetitions before switching to the left leg.","1. Ensure your movements are controlled and deliberate to maximize glute activation and minimize momentum.
2. Keep your neck and spine in a neutral position by gazing down at the floor.
3. Avoid swinging your leg or using jerky movements; the power should come from your glutes and not from momentum.
","Glutes (gluteus maximus, gluteus mideus)","Hamstrings (Biceps Femoris, Semitendinosus, Semimembranosus)",None
Bodyweight,Doorway biceps curl,"1. Stand in a doorway and grip the sides of the door frame at about hip height, palms facing forward or slightly inward depending on comfort and doorway design.
2. Step forward with one foot to create tension in your arms and lean slightly back, so your body weight helps create resistance.
3. Curl your elbows to raise your body slowly towards the door frame, keeping your elbows pinned at your sides.
4. Slowly extend your arms back to the starting position, repeat the movement.","1. Ensure your grip is firm and your hands are positioned comfortably to avoid strain on your wrists.
2. Keep your body straight and avoid swinging; the motion should come solely from your biceps.
3. Adjust the position of your feet to increase or decrease resistance—the further you step and lean back, the harder the curl.",Biceps (Biceps Brachii),Forearms (Brachioradialis),None
Bodyweight,Double jump squat,"1. Stand with your feet shoulder-width apart and your hands close together in front of your torso. Lower into a squat position by bending your knees and hips, keeping your chest up and your weight in your heels. Stand back up to the starting position.
2. Immediately lower into a squat again and then explosively jump up from the squat.
3. Land softly on your feet after the jump, repeat the sequence.","1. Keep your chest up and back straight throughout the movement to maintain proper form and avoid injury.
2. Perform the jumps in a fluid motion, transitioning smoothly between the squats and jumps.
3. Focus on landing softly to reduce impact on your joints.","Quadriceps (Quadriceps Femoris), Glutes (gluteus maximus, gluteus mideus)","Hamstrings (Biceps Femoris, Semitendinosus, Semimembranosus), Calves (Gastrocnemius, Soleus)",None (Bodyweight)
Bodyweight,Double knee drive,"1. Stand with your feet shoulder-width apart, both arms bent and raised by your sides.
2. Lift your right knee towards your chest while rotating your torso to the right, bringing your left elbow to touch your right knee twice.
3. Lower your right leg back to the starting position and return your torso to face forward.
4. Repeat the movement on the opposite side by lifting your left knee towards your chest, rotating your torso to the left, and bringing your right elbow to touch your left knee twice. Continue alternating sides.","1. Keep your upper body upright and avoid leaning too far forward or backward to maintain balance and proper form.
2. Engage your core muscles to stabilize your body and enhance the rotational movement.
3. Focus on a steady, rhythmic breathing pattern, exhaling as you bring your knee and elbow together. ","Hip Flexors (Iliopsoas), Quadriceps (Quadriceps Femoris)","Glutes (gluteus maximus, gluteus mideus), Obliques (External Oblique, Internal Oblique)",None
,Double Pigeon Pose_Female,,,,,
Bodyweight,Double punch front leg lift,"1. Stand with your feet shoulder-width apart and your hands in fists near your sides with cloesd fists.
2. Simultaneously punch forward with both arms while lifting your right leg slightly bent at the knee to about waist height.
3. Return your arms and right leg to the starting position.
4. Immediately repeat the movement, this time lifting your left leg while simultaneously punching forward with both arms. Continue alternating leg lifts with each set of punches.","1. Ensure your punches are strong and controlled, extending fully without locking your elbows.
2. Maintain a slight bend in the lifted leg to reduce strain and enhance control during the movement.
3. Focus on a steady, rhythmic breathing pattern, exhaling as you punch and lift your leg, and inhaling as you return to the starting position.","Shoulders (Deltoids), Hip Flexors (Iliopsoas), Quadriceps (Quadriceps Femoris)","Chest (Pectoralis Major), Arms (Biceps Brachii, Triceps Brachii)",None
Bodyweight,Downward dog sprint,"1. Get down on your fours and raise your hips while keeping your arms and legs straight to form an inverted V-shape.
2. Raise and lower your feet alternately as if you are sprinting.
3. Continue for a suitable duration.",,,,None
,Downward Dog Toe To Heel_Female,,,,,
,Downward Dog With Fingers Facing Feet_Female,,,,,
Free Weights,Drag curl dumbbell,"1. Stand with your feet shoulder-width apart, holding a dumbbell in each hand with an underhand grip (palms facing up). Let your arms hang straight down by your sides.
2. Begin by dragging the dumbbells upward along your torso by bending your elbows and pulling them back, as if you are zipping up your jacket.
3. Continue lifting the dumbbells until they reach chest height, focusing on squeezing your biceps at the top of the movement.
4. Slowly lower the dumbbells back to the starting position, maintaining control throughout the descent. Repeat for the desired number of repetitions.","1. Focus on the mind-muscle connection, feeling the contraction in your biceps throughout the movement.
2. Use a weight that allows you to perform the exercise with proper form without straining.
3. Avoid using momentum; perform the exercise in a slow and controlled manner.",Biceps (Biceps Brachii),"Forearms (Brachialis, Brachioradialis)",Dumbbells
